CÓDIGO;AUTOR;TÍTULO;EJEM.
320/2774;ANALES DE LA REUNIÓN ANUAL DE ETNOLOGÍA MUSEF ;XVII REUNIÓN ANUAL DE ETNOLOGÍA TOMO II  2004;1
320/2775;ANALES DE LA REUNIÓN ANUAL DE ETNOLOGÍA MUSEF ;XVII REUNIÓN ANUAL DE ETNOLOGÍA TOMO I 2005;1
320/2776;MUSEF (MUSEO NACIONAL DE ETNOGRAFÍA Y FOLKLORE);FIESTA Y RELIGIOSIDAD  XXVI REUNION ANUAL DE ETNOLOGÍA TOMO II;1
320/2777;GOBERNANZA UNA REVISTA DIFERENTE;REGULACIÓN DE HIDROCARBUROS ;1
320/2777;MUSEF (MUSEO NACIONAL DE ETNOGRAFÍA Y FOLKLORE);XXIV REUNIÓN ANUAL DE ETNOLOGÍA -VIVIR BIEN UNA NUEVA VÍA DE DESARROLLO PLURINACIONAL? TOMO II;1
320/2777;MUSEF (MUSEO NACIONAL DE ETNOGRAFÍA Y FOLKLORE);XXIV REUNIÓN ANUAL DE ETNOLOGÍA -VIVIR BIEN UNA NUEVA VÍA DE DESARROLLO PLURINACIONAL? TOMO I;1
320/2778;MUSEF (MUSEO NACIONAL DE ETNOGRAFÍA Y FOLKLORE);ANALES DE LA XXI REUNION ANUAL DE ETNOLOGÍA TOMO I ;1
320/2779;MUSEF (MUSEO NACIONAL DE ETNOGRAFÍA Y FOLKLORE);REPENSANDO EL MESTIZAJE REUNIÓN ANUAL DE ETNOLOGÍA - TOMO I ;1
320/2780;XXII REUNION ANUAL DE ETNOLOGÍA ;RACISMO DE AYER Y HOY - BOLIVIA EN EL CONTEXTO  MUNDIAL  TOMO II ;1
320/2781;PACHECO  DIEGO ;EL INDIANISMO Y LOS INDIOS CONTEMPORANEOS EN BOLIVIA ;1
320/2782;MUSEF (MUSEO NACIONAL DE ETNOGRAFÍA Y FOLKLORE);REUNION ANUAL DE ETNOLOGÍA  APORTES A LAS CIECNIAS SOCIALES TOMO I;1
320/2783;MUSEF (MUSEO NACIONAL DE ETNOGRAFÍA Y FOLKLORE);REUNION ANUAL DE ETNOLOGÍA  APORTES A LAS CIECNIAS SOCIALES TOMO II;1
320/2784;MUSEF (MUSEO NACIONAL DE ETNOGRAFÍA Y FOLKLORE);REUNION ANUAL DE ETNOLOGÍA  APORTES A LAS CIECNIAS SOCIALES TOMO III;1
320/2787;MUSEF (MUSEO NACIONAL DE ETNOGRAFÍA Y FOLKLORE) POR  THIERRY Y SAIGNES ;"AVANCES DE INVESTIGACIÓN N°3 ""EN BUSCA DEL POBLAMIENTO ETNICO DE LOS ANDES BOLIVIANOS "" (SIGLOS XV Y XVI)";1
320/2788;FERNANDEZ ERQUICICA ROBERTO  / MICHEL L. MARCOS  / ARZE Z JULIO / NAVARRO ALFONSO ; BOLETÍN N°20  DEL MUSEO NACIONAL DE ETNOGRAFÍA Y FOLKLORE (1991)  - 20 ETNOLOGÍA;1
320/2789;MUSEF;REVISTA N°3- MUSEO NACIONAL DE ETNOGRAFÍA Y FOLKLORE (1991);1
320/2790; KNOWLTON DAVID  / PACHECO  DIEGO / FERNANDEZ ROBERTO  Y OTROS ;REVISTA N°4- MUSEO NACIONAL DE ETNOGRAFÍA Y FOLKLORE;1
320/2791;BOEGER ANDREW  / OPORTO LUIS  /FERNANDEZ GERARDO Y OTROS;REVISTA N°5- DEL MUSEO NACIONAL DE ETNOGRAFÍA Y FOLKLORE(1995);1
320/2792;FERNANDEZ JUAREZ GERARDO / ANDREW ORTA  Y OTROS;REVISTA N°6 -DEL MUSEO NACIONAL DE ETNOGRAFÍA Y FOLKLORE  (1995);1
320/2793; PLATT TRISTAN- FERNANDEZ JUAREZ GERARDO  Y OTROS;REVISTA N°7-8 -DEL MUSEO NACIONAL DE ETNOGRAFÍA Y FOLKLORE  (1996);1
320/2794;VARAS REYESVICTOR ;PÁGINAS DE LEXICOGRAFÍA FOLKLORICA BOLIVIANA  IRIDISCENCIAS ;1
320/2795;LIZÁRRAGA A PILAR  Y  VACAFLORES R. CARLOS ;DIVERSITAS- REVISTA DEPENSAMIENTO CRÍTICO AÑO 2016;1
320/2796;MUSEF-MUSEO NACIONAL DE ETNOLOGIA Y FOLKLORE  ;MUSEO NACIONAL DE ETNOGRAFIA Y FOLKLORE;1
320/2797;SARKISYANZ MANUEL ;TEMBLOR EN LOS ANDES  - PROFETAS DEL RESURGIMIENTO INDIO EN EL PERÚ;1
320/2798;MUSEF-MUSEO NACIONAL DE ETNOLOGIA Y FOLKLORE  ;UNA PUERTA ABIERTA A LA CULTURA BOLIVIANA 1987;1
320/2799;DE LLANOS GARCÍA ;DICCIONARIO Y MANERAS DE HABLAR QUE SE USAN EN LAS MINAS Y SUS LABORES EN LOS INGENIOS Y BENEFICIOS DE LOS METALES (1609);1
320/2800;MUSEF-MUSEO NACIONAL DE ETNOLOGIA Y FOLKLORE  ;REUNIÓN ANUAL DE ETNOLOGÍA 1995 TOMO I;1
320/2801;MUSEF-MUSEO NACIONAL DE ETNOLOGIA Y FOLKLORE  ;REUNIÓN ANUAL DE ETNOLOGÍA 1995 TOMO II ;1
320/2802;MUSEF-MUSEO NACIONAL DE ETNOLOGIA Y FOLKLORE  ;SEMINARIO : MIGRACIÓN DE CAMPESINOS DEL NORTE DE POTOSÍ A LAS CIUDADES DE LA PAZ Y EL ALTO 1966;1
320/2803;MUSEF-MUSEO NACIONAL DE ETNOLOGIA Y FOLKLORE  ;SEMINARIO MESTIZAJE : ILUSIONES Y REALIDADES 1996;1
320/2804;MUSEF-MUSEO NACIONAL DE ETNOLOGIA Y FOLKLORE  ;REUNIÓN ANUAL DE ETNOLOGÍA 1990;1
320/2805;MUSEF-MUSEO NACIONAL DE ETNOLOGIA Y FOLKLORE  ;ETNOLOGÍA -BOLETÍN DEL MUSEO NACIONAL DE ETNOGRAFÍA Y FOLKLORE N°14 -1988;1
320/2806;MUSEF-MUSEO NACIONAL DE ETNOLOGIA Y FOLKLORE  ;REUNIÓN ANUAL DE ETNOLOGÍA 1996;1
320/2807;MUSEF / FUNDACION CULTURAL DEL BANCO CENTRAL DE BOLIVIA / VICEMINISTRO DE CULTURA;XVIII REUNIÓN ANUAL DE ETNOLOGÍA - BIODIVERSIDAD Y PUEBLOS INDÍGENAS -TOMO II;1
320/2809;MUSEF / FUNDACION CULTURAL DEL BANCO CENTRAL DE BOLIVIA / VICEMINISTRO DE CULTURA;XV REFLEXIONES EN TORNO A LA VIOLENCIA ;1
320/2810;MUSEF-MUSEO NACIONAL DE ETNOLOGIA Y FOLKLORE  ;REUNIÓN ANUAL DE ETNOLOGÍA 1992 - TOMO I;1
320/2811;MUSEF-MUSEO NACIONAL DE ETNOLOGIA Y FOLKLORE  ;REUNIÓN ANUAL DE ETNOLOGÍA 1993 ;1
320/2812;MUSEF-MUSEO NACIONAL DE ETNOLOGIA Y FOLKLORE  ;APORTES DE AMERICA AL MUNDO -REUNIÓN ANUAL DE ETNOLOGÍA 1991-TOMO II;1
320/2813;MUSEF-MUSEO NACIONAL DE ETNOLOGIA Y FOLKLORE  ;REUNIÓN ANUAL DE ETNOLOGÍA 1993 - NACIONNES Y PUEBLOS ORIGINRIOS ECOLOGÍA Y MEDIO AMBIENTE;1
320/2814;MUSEF-MUSEO NACIONAL DE ETNOLOGIA Y FOLKLORE  ;XII REUNIÓN ANUAL DE ETNOLOGÍA  TOMO I;1
320/2815;MUSEF-MUSEO NACIONAL DE ETNOLOGIA Y FOLKLORE  ;XII REUNIÓN ANUAL DE ETNOLOGÍA  TOMO II ;1
320/2816;ALVARSSON JAN-AKE ;YO SOY WEENHAYEK- UNA MONOGRAFÍA DE LOS MATACO-NOCYENES DE BOLIVIA 1993;1
320/2817;MUSEF-MUSEO NACIONAL DE ETNOLOGIA Y FOLKLORE  ;REUNIÓN ANUAL DE ETNOLOGÍA 1994 TOMO I;1
320/2818;MUSEF-MUSEO NACIONAL DE ETNOLOGIA Y FOLKLORE  ;REUNIÓN ANUAL DE ETNOLOGÍA 1994 TOMO II;1
320/2819;HUIDOBRO JOSÉ / PACHECO DIEGO /  FERNANDEZ ROBERTO  Y OTROS ;BOLETÍN DEL MUSEO NACIONAL  DE ETNOGRAFÍA Y FOLKLORE ;1
320/2820;PUBLICACIÓN CIENTIFICA AUSPICIADA POR EL BANCO CENTRAL DE BOLIVIA;ETNOLOGÍA -BOLETÍN DEL MUSEO NACIONAL DE ETNOGRAFÑIA Y FOLKLORE N°19;1
320/2821;MUSEF-MUSEO NACIONAL DE ETNOLOGIA Y FOLKLORE  ;REUNIÓN ANUAL DE ETNOLOGÍA 1992  TOMO II;1
320/2822;MUSEF-MUSEO NACIONAL DE ETNOLOGIA Y FOLKLORE  ;REUNIÓN ANUAL DE ETNOLOGÍA 1992  TOMO I ;1
320/2823;MUSEF-MUSEO NACIONAL DE ETNOLOGIA Y FOLKLORE  ;REPENSANDO EL MEZTIZAJE -REUNION ANUAL DE ETNOLOGÍA -TOMO II;1
320/2824;MUSEF-MUSEO NACIONAL DE ETNOLOGIA Y FOLKLORE  ; ANALES DE LA XXI REUNIÓN ANUAL DE ETNOLOGÍA --ETNOGRAFÍA DEL ESTADO TOMO II (2007) ;1
320/2825;MUSEF-MUSEO NACIONAL DE ETNOLOGIA Y FOLKLORE  ;ITINERANCIAS IDENTITARIAS PERMANENCIAS Y CAMBIOS SOCIALES--MEMORIAS XX REUNION ANUAL DE ETNOLOGÍA 2006-TOMO II;1
320/2826;MUSEF-MUSEO NACIONAL DE ETNOLOGIA Y FOLKLORE  ;REUNIÓN ANUAL DE ETNOLOGÍA TOMO I - BIODIVERSIDAD Y PUEBLOS INDÍGENAS;1
320/2827;MUSEF-MUSEO NACIONAL DE ETNOLOGIA Y FOLKLORE  ;ITINERANCIAS IDENTITARIAS PERMANENCIAS Y CAMBIOS SOCIALES--MEMORIAS XX REUNION ANUAL DE ETNOLOGÍA 2006-TOMO I;1
320/2828;MUSEF-MUSEO NACIONAL DE ETNOLOGIA Y FOLKLORE  ;XXVI REUNIÓN ANUAL DE ETNOLOGÍA -FIESTA Y RELIGIOSIDAD-TOMO I (2012);1
320/2829;MUSEF-MUSEO NACIONAL DE ETNOLOGIA Y FOLKLORE  ;XXII REUNIÓN ANUAL DE ETNOLOGIA  TOMO I : RACISMO DE AYER Y DE HOY BOLIVIA EN EL CONTEXTO MUNDIAL;1
320/2830;FUNDACIÓN NUEVA DEMOCRACIA --OBSERVATORIO BOLIVIANO DE DERECHOS HUMANOS;REPORTE ANUAL DE VIOLACIONES A LOS DEREHOS HUMANOS SUCEDIDAS EN BOLIVIA-PERIODO ENERO -DICIEMBRE 2015;4
320/2831;BOHRT IRAHOLA CARLOS  / CHOQUE ALDANA   MARLENE Y OTROS;EL ANDAR DE LA AUTONOMÍA DEPARTAMENTAL EN BOLIVIA : CAMINANTES Y SENDEROS ;11
320/2831; PEDRAZA GUSTAVO / PACHAGUAYA  PEDRO ;CUANDO EL SOL CALIENTA MAS -PERCEPCIONNES DEL CAMBIO CLIMATICO DE LOS PUEBLOS INDÍGENAS AMAZONICOS DE BOLIVIA ;1
320/2832;AYALA RODRIGO /BUSTOS  MIGUEL  / EXENI JOSÉ LUIS  Y OTROS;CLAVES DE TRANSICIÓN DEL PODER;26
320/2833;OBSERVATORIO POLÍTICO NACIONAL DE LA UAGRM;ECONOMÍA Y SOCIEDAD EN LA SANTA CRUZ ACTUAL;14
320/2834;AMELLER TERRAZAS VLADEMIR  / ROCABADO MEJÍA CARLOS ;CUADERNOS DE POLÍTICA PÚBLICA 2 -AUTONOMÍAS FISCALES;18
320/2835;LAPOP-PROYECTO DE OPINION PUBLICA DE AMERICA LATINA ;CULTURA POLÍTICA DE LA DEMOCRACIA EN  BOLIVIA, 2012 - HACIA LA IGUALDAD DE OPORTUNIDADES ;4
320/2836;INFORME ESPECIAL;DEL CONFLICTO AL ENTENDIMIENTO;4
320/2837;FBDM-FUNDACION BOLIVIANA PARA LA DEMOCRACIA PARTIDARIA;REFLEXIONES JOVENES ACERCA DE LA CIUDAD DE LOS ANILLOS PARA EL SIGLO XXI;9
320/2838;PEDRAZA GUSTAVO  / PACHAGUAYA PEDRO ;PERCEPCIONES DEL CAMBIO CLIMATICO DE LOS PUEBLOS INDIGUENAS AMAZONICOS DE BOLIVIA;7
320/2839;EXENI RODRÍGUEZ -JOSE LUIS ;COMICIOS MEDIATICOS-COMICIOS MEDIATICOS-LOS MEDIOS DE COMUNICACIÓN EN LA ELECCIONES GENERALES 2009 EN BOLIVIA;3
320/2840;FBDM- FUNDACIÓN BOLIVIANA PARA LA DEMOCRACIA MULTIPARTIDARIA ;RESUMEN DEL CONFLICTO AL ENTENDIMIENTO;15
320/2841;RICERCA E COOPERAZIONE;LA HISTORIA DEL PLAN 3000-MI BARRIO;1
320/2842;RICERCA E COOPERAZIONE;LA HISTORIA DEL PAN 3000-ARTE;1
320/2843;RICERCA E COOPERAZIONE;LA HISTORIA DEL PLAN 3000.-CIUDADELA ANRES IBAÑEZ;1
320/2844;RICERCA E COOPERAZIONE;LA HISTORIA DEL PLAN 3000. MICROEMPRESA Y DESARROLLO;1
320/2845;RICERCA E COOPERAZIONE;LA HISTORIA DEL PLAN 3000. SALUD Y URBANIDAD;1
320/2846;RICERCA E COOPERAZIONE;LA HISTORIA DEL PLAN 3000. FE Y SISTEMA DE CREENCIAS;1
320/2847;RICERCA E COOPERAZIONE;LA HISTORIA DEL PLAN 3000. JUVENTUD Y FUTURO;1
320/2849;CANOB- CENTRALAYOREA NATIVA DEL ORIENTE BOLIVIANO;APROXIMACIONES  A LA SITUACIÓN DEL DERECHO A LA SALUD DEL PUEBLO AYOREO DE EN BOLIVIA;1
320/2851;IDEA;EL ESTADO BOLIVIANO Y LA DISTRIBUCIÓN DE COMPETENCIAS EN LAS ENTIDADES AUTONÓMICAS DOCUMENTO DE TRABAJO 1;1
320/2852;IDEA;LINEAS DE ADECUACIÓN DE LOS ESTATUTOS AUTONÓMICOS A LA NUEVA CONSTITUCIÓN DOCUMENTO DE TRABAJO 2;1
320/2853;IDEA;AUTONOMÍA INDIGENAS EN LAS TIERRAS ALTAS -DOCUMENO DE TRABAJO 4;1
320/2854;IDEA;AUTONOMÍAS INDÍGENA EN TIERRAS BAJAS DOCUMENTO DE TRABAJO N°5;1
320/2855;IDEA;EL KODELO DE ESTADO Y EL SISTEMA POLÍTICO SUBNACIONAL EN LA CONSTITUCIÓN Y LOS ESTATUTOS AUTONÓMICOS DOCUMENTO DE TRABAJO 6 ;1
320/2856;IDEA;EL MODELO DE ESTADO EN LA CONSTITUCIÓN Y EL SISTEMA POLÍTICO EN LOS ESTATUTS AUTONÓMICOS- DOCUMENTO DE TRABAJO 7;1
320/2857;IDEA;LOS DERECHOS , DEBERES Y GARANTÍAS EN LOS ESTATUTOS AUTONÓMICOS Y LA NUEVA CONSTITUCIÓN POLÍTICA DEL ESTADO DOCUMENTO DE TRABAJO N|8;1
320/2858;IDEA;LA PROBLEMÁTICA EN LA TIERRA EN LA NUEVA CONSTITUCIÓN Y EN LOS ESTATUTOS AUTONÓMICOS DOCUMENTO DE TRABAJO 9;1
320/2859;IDEA;EL SISTEMA FISCAL FINANCIERO EN EL MARCO DE LA CONSTITUCIÓN Y LOS ESTATUTOS AUTONÓMICOS DOCUMENTO DE TRABAJO 11;1
320/2860;IDEA;SOBRE EL PLURALISMO JURÍDICO-DOCUMENTO DE TRABAJO N°13;1
320/2861;IDEA;LOS DESAFIOS DE LA JUSTICIA COMUNITARIA( Y BASES PARA UNA LEY DE DESLINDE JURISDICCIONAL) DOCUMENTO DE TRABAJO N°14;1
320/2862;IDEA;DEMOCRACIA DIRECTA Y PARTICIPACIÓN EN LA NUEVA CONSTITUCIÓN POLÍTICA DEL ESTADO -DOCUMENTO DE TRABAJO 15;1
320/2863;TASSI NICO ;AMAZONIA : PULMÓN DEL MUNDO -CUANDO LA TIERRA GIRA MÁS RAPIDO PERCEPCIONES SOBRE EL CAMBIO CLIMÁTICO DE LOS TICUNA DEL ALTO SOLIMOES, BRASIL;2
320/2864;RAUBER ISABEL ;MOVIMIENTOS SOCIALES Y RREPRESENTACIÓN POLÍTICA;1
320/2865;CHOCANO LOURDES ;AMAZONIA : PULMÓN DEL MUNDO: HOMBRES Y MUJERES DEL ALTO MARAÑÓN : EL PUEBLO AWAJÚN Y SU PERCEPCIÓN DEL CAMBIO CLIMÁTICO;2
320/2866;BALDERRAMA M. CARLOS ;AMAZONIA : PULMÓN DEL MUNDO: LA TIERRA RECLAMA VIDA PERCEPCIÓN DE LOS PUEBLOS INDÍGENAS SOBRE EL CAMBIO CLIMÁTICO EN A CUENCA DEL AMAZONAS ;2
320/2867;ANJA DARGATZ  Y  ZUAZOMOIRA;DEMOCRACIAS EN TRANSFORMACIÓN ¿QUÉ HAY DE NUEVO EN LOS NUEVOS ESTADOS ANDINOS?;1
320/2868;CASTEDO VACA VANESSA  ;HACIA UNA DEMOCRACIA PLURINACIONAL EN BOLIVIA  (ENSAYOS);1
320/2869;URENDA DÍAZ JUAN CARLOS ;EL ESTADO CATOBLEPAS- LAS CONTRADICCIONES DSTRUCTIVAS DEL ESTADO BOLIVIANO;1
320/2870;UNIVERSIDAD EVANGELICA BOLIVIANA  FUNDACIÓN CULTURAL PEDRO YROSA -2014-;COTIDIANIDADES -HISTORIAS REALES DE CRONISTAS NOVELES;1
320/2871;INIFH-INSTITUTO DE INVESTIGACIÓN DE LA FACULATAD DE HUMANIDADES;MEMORIAS 2006-2011;1
320/2872;JÁUREGUI O. MAGGIE  /  CHIRINO O. FABIANA  / HORNOS H. ALEJANDRA ;MATERNIDAD TRANSNACIONAL: VIVENCIAS MIGRATORIAS DE MADRES E HIJOS /LAS ADOLESCENTES;1
320/2873; MANSILLA HCF. /PATZZI  FÉLIX  / MEDINA JAVIER ;VISIONES DEL DESCONOCIMIENTO ENTRE BOLIVIANOS;3
320/2874;HERRERA AÑEZ WILLIAM ;LA CORRUPCIÓN EN BOLIVIA ;1
320/2876; PEREIRA MALDONADO RODNEY / SHERIFF BELTRÁN  ERNESTO / SALINAS MACEDA VALERIA ;FINANZAS PÚBLICAS COMPORTAMIENTO E IMPACTO EN EL DESARROLLO NACIONAL Y REGIONAL (1990-2010);1
320/2877;MACHICADO CARLOS GUSTAVO  / OSVALDO NINA / JEMIO LUIS CARLOS;FACTORES QUE INCIDEN EN EL CRECIMIENTO Y EL DESRROLLO EN BOLIVIA --ANÁLISIS NAIONAL Y REGIONAL (1989-2009);1
320/2878;FUNDACÓN PARA LA INTEGRACI+ON Y DESARROLLO DE AMERICA LATINA;TERCER CONCURSO NACIONAL EXCELENCIA EDUCATIVA;1
320/2879; EXENI R. JOSÉ LUIS;MEDIOCRACIA DE ALTA INTENSIDAD BOLIVIA: MEDIOS DE COMUNICACIÓN Y DEMOCRACIA EN CONTEXTOS DE CAMBIO;1
320/2880;AGUILAR LUIS F. ;GOBERNANZA : EL NUEVO PROCESO DE GOBERNAR;1
320/2881;CARRIÓN M. FERNANDO  Y DAMMERT G. MANUEL ;ECONOMÍA POLÍTICA DE LA SEGURIDAD CIUDADANA;1
320/2882;OBSERVATORIO POLÍTICO NACIONAL;MEZTIZAJE E INTERCULTURALISMO;2
320/2883;EXPERIENCIAS Y APORTES DEL PIEB;INVESTIGACIÓN AMBIENTAL EN BOLIVIA;1
320/2884;CABALLERO VIERA TEOFILO ;20 AÑOS DE ANÁLISISDE ECONOMIA BOLIVIANA;1
320/2885; BAPTISTA GUMUCIO MARIANO;LA MUERTE DE PANDO Y EL FUSILAMIENTO DE JAUREGUI;1
320/2886;HINOJOSA LEONITH ;GAS Y DESARROLLO DINMICA TERRITORIALES RURALES EN TARIJA BOLIVIA;1
320/2887;UNIR;DESATANDO NUDOS TEJIENDO REDES URBANIZACION CIUDAD SATELITE NORTE;1
320/2888;MINISTERIO DE AUTONOMÍAS;COMPENDIO NORMATIVO PARA LA DELIMITACIÓN DE UNIDADES TERRITORIALES ;1
320/2889;PUENTE CALVO ALVARO ;PARTICIPACIÓN Y CONTROL SOCIAL EN LA NUEVA CONSTITUCIÓN POLÍTIC DEL ESTADO;1
320/2890;MINISTERIO DE AUTONOMÍAS;GUÍA DE ORIENTACIÓN DEL DESARROLLO ECONÓMICO PRODUCTIVO PARA LAS CARTAS ORGÁNICAS MUNICIPALES;1
320/2891;NACIONE4S UNIDAS BOLIVIA / UDAPE;EL CAMINO HACIA EL DESARROLLO EN BOLIVIA ;1
320/2892;ALBÓ XAVIER  /  ROMERO  CARLOS ;AUTONOMÍAS INDÍGENAS EN LA REALIDAD BOLIVIANA Y SU NUEVA CONSTITUCIÓN ;1
320/2893;ASOCIACION BOLIVIANA DE CIENCIA POLITICA (ABCP);LA CALIDAD DE LA DEMOCRACIA EN BOLIVIA 2010 -PERCEPCIÓN Y EVALUACIÓN DE LOS ACTORES;1
320/2894;IDEA- JUAN ARMANDO ANTELO PARADA;EL MODELO DE DESARROLLO ECONOMICO SOCIAL , TIEERA Y TERRITORIO Y RECURSOS NAURALES EN LA NUEVA CONSTITUCIÓN Y …......;1
320/2895;OICH-ORGANIZACIÓN INDÍGENA CHIQUITANA / CEPOCH-CONSEJO EDUCATIVO DEL PUEBLO ORIGINARIO ;RECUPERACIÓN DE SABERES Y CONOCIMIENTOS ANCESTRALES Y PROPUESTA TERRITORIAL EDUCATIVA DEL PUEBLO ORIGINARIO CHIQUITANO;1
320/2896;ASOCIACIÓN DE  PRODUCTORES DE OLEAGINOSAS Y TRIGO;MEMORIA ANUAL 2013-PRODUCIMOS ALIMENTOS PARA BOLIVIA;1
320/2897;CEPAD BOLIVIA CENTRO PARA PARTICIPACIÓN Y DESARROLLO HUMANO SOSTENIBLE;PROMOCIÓN DEL DESARROOLLO ECONOMICO LOCAL;1
320/2898;LAPOP-PROYECTO DE OPINION PUBLICA DE AMERICA LATINA -OCTUBRE 2012;CULTURA POLÍTICA DE LA DEMOCRACIA EN BOLIVIA , 2012-HACIA LA IGUALDAD DE OPRTUNIDADES -RESUMEN DEL ESTUDIO NACIONAL;2
320/2899;PUBLICACIÓN DEL PROYECTO DE FORTALECIIENTO DEMOCRÁTICA DEL PNUD -BOLIVIA;BOLETÍN DE ANALISIS Y PROSPECTIVA POLITICA ANDAMIOS  (JUSTICIA A LAS URNAS);2
320/2900;PUBLICACIÓN DEL PROYECTO DE FORTALECIIENTO DEMOCRÁTICA DEL PNUD -BOLIVIA;BOLETÍN DE ANALISIS Y PROSPECTIVA POLITICA ANDAMIOS  (ARENAS POLÍTICAS);3
320/2901;FUNDACIÓN UNIR BOLIVIA;MEDIOS A LA VISTA2- ANÁLISIS SOBRE EL DERECHO A LA INFORMACIÓN Y LA COMUNICACIÓN Y EL PERIODISMO EN BOLIVIA 200092011;1
320/2901;BOLETÍN SOBRE EL ESTADO COCIAL BOLIVIANA 2011;EL CAMINO HACIA EL DESARROLLO EN BOLIVIA ;2
320/2902;INFORME TEMATICO SOBRE DESARROLLO HUMANO ;LA OTRA FRONTERA :USOS ALTERNATIVOS DE RECURSOS NATURALES EN BOLIVIA ;1
320/2903;INFORME SOBRE DESARROLLO HUMANO 2013;EL ASCENSO DEL SUR -PROGRESO HUMANO EN UN MUNDO DIVERSO;1
320/2904; NOACK WILLI /  ORELLANA MORENO JORGE SEGUNDO Y OTROS ;ESTUDIOS DE LA REALIDAD BLIVIANA NUESTRO FUTURO EN DEMOCRACIA REPRESENTATIVA Y LA ECONOMÍA SOCIAL DE MERCADO;1
320/2905;SISTEMAS DE LAS NACIONES UNIDAS EN BOLIVIA / RAMIRO MOLINA B. XAVIER ALBÓ C.  ;GAMA ÉTNICA Y LINGÜÍSTICA DE LA POBLACIÓN BOLIVIANA;1
320/2906;CIPCA- CENTRO DE INVESTIGACIÓN Y PROMOCIÓN DEL CAMPESINADO ;ACCESO A ESPACIOS DE PODER LOCAL Y REGIONAL POR INDÍGENAS Y CAMPESINOS EN LA PROVINCIA GUARAYOS;1
320/2907; BARBERY KNAUDT RUBENS / DEL BARCO QUIROGA  LILIAN VIVIANA ;EDUCACIÓN INICIAL EN BOLIVAA: PERSPECTIVA GENERAL Y EL CASO DE LA GURDIA;1
320/2908;GREBE LÓPEZ HORST / MEDINACELI MONRROY MAURICIO  Y OTROS ;LOS CICLOS RECIENTES EN LA ECONOMÍA BOLIVIANA-UNA INTERPRETACIÓN DEL DESEMPEÑO ECONÓMICO INSTITUCIONAL  1989-2009;1
320/2909;TANTUM IUIRIS ;REVISTA BOLIVIANA DE DERECHO;1
320/2910; TERRAZAS JULIO ( EX -CARDENAL);SERVIDOR DE TODOS;1
320/2911;MAYORGA FERNANDO  / GOMEZ  JAVIER Y QUIROGA JOSE ANTONIO ;PERFILES DE LA CONFLICTIVIDAD SOCIAL EN BOLIVIA (2009/2011) ANALISIS MULTIFACTORIAL Y PERSPECTIVAS;1
320/2912;COMISIÓN DE HERMANDAD-CONFERENCIA EPISCOPAL BOLIVIANA;NUESTRO FOTO PERIODISMO;1
320/2913;MUSEO NACIONAL DE ETNOGRAFÍA Y FOLKLORE y  FUNDA. CULTURAL DEL B.CENTRAL DE BOLIVIA;VIRGEN DE GUADALUPE PATRONA DE SUCRE;1
320/2914;MUSEO NACIONAL DE ETNOGRAFÍA Y FOLKLORE y  FUNDA. CULTURAL DEL B.CENTRAL DE BOLIVIA;TODOSANTOS;1
320/2915;CNE-LA CORTE NACIONAL ELECTORAL;GACETA OFICILAL ELECTORAL N°8;1
320/2916;CNE-LA CORTE NACIONAL ELECTORAL;GACETA OFICIAL ELECTORAL N°9;1
320/2917;CNE- LA CORTE NACIONAL ELECTORAL;GACETA OFICIAL ELECTORAL N°10;1
320/2918;CNE-LA CORTE NACIONAL ELECTORAL;GACETA OFICIAL ELECTORAL  N°11;1
320/2919;CNE- LA CORTE NACIONAL ELECTORAL;GACETA OFICIAL ELECTORAL N°12;1
320/2920;CNE- LA CORTE NACIONAL ELECTORAL;GACETA OFICIAL ELECTORAL N°13;1
320/2921;CNE-LA CORTE NACIONAL ELECTORAL;GACETA OFICIAL ELECTORAL N°14;1
320/2922;CNE-LA CORTE NACIONAL ELECTORAL;GACETA OFICIAL ELECTORAL N° 15;1
320/2923;CNE-LA CORTE NACIONAL ELECTORAL;GACETA OFICIAL EECTORAL N°16;1
320/2924;CNE-LA CORTE NACIONAL ELECTORAL;GACETA OFICIAL ELECTORAL N°17;1
320/2925;CNE- LA CORTE NACIONAL ELECTORAL;GACETA OFICIAL ELECTORAL N°18;1
320/2927;UAGRM-VICERRECTOR -ABOGADO REYMI FERREIRA J.;MEMORIAS DE LAS PRIMERAS JORNADAS ACADÉMICAS;2
320/2928;SOCIEDAD DE ESTUDIOS GEOGRAFICOS E HISTOICOS DE SANTA CRUZ;BOLETIN 58 ;1
320/2929;SOCIEDAD DE ESTUDIOS GEOGRAFICOS E HISTORICOS DE SANTA CRUZ;BOLETIN 59 APORTES PARA LA ASAMBLEA CONSTITUYENTE;1
320/2930;SOCIEDAD DE ESTUDIOS GEOGRAFICOS E HISTOICOS DE SANTA CRUZ;BOLETIN N°43: ;1
320/2931;DE L SOCIEDAD DE ESTUDIOS GEOGRAFICO E HISTORICOS DE SANTA CRUZ;BOLETÍN N°54 ;1
320/2932;BARBÉ ESTHER ;RELACIONES INTERNACIONALES;1
320/2933;MELO , ARTEMIO LUIS;COMPEDIO DE CIENCIAS POLÍTICAS (TEORÍA POLÍTICA I);1
320/2935;EQUIPO DE ANALISIS DE COYUNTURA (EAC);INTERCULTURAIDAD BOLIVIANA EN SANTA CRUZ;9
